,Y,Pais,edad,genero,Antiguedad,nombre_estado,Tiene_creditos,Creditos,saldo_actual,saldo_vencido,mop_historico,numero_pagos_vencidos,Promedio de limite_credito,Promedio de credito_maximo,Promedio de cantidad_cuotas,Promedio de valor_cuota,ahorro_impacto,bienestar_financiero_impacto,coaching_impacto,gestion_de_gastos_impacto,score,perfil_usuario,sistema_operativo,Desinstalaciones,Tiene_ahorro,monto_ahorro,monto_bloqueado,monto_total,Tiene_seguros,Seguros,Activo_saldo_actual,Activo_saldo_vencido,%_Activo,Activos_pagos_vencidos,Activos_garantia,Autos_saldo_actual,Autos_saldo_vencido,%_Autos,Autos_pagos_vencidos,Autos_garantia,Comunicaciones_saldo_actual,Comunicaciones_saldo_vencido,%_comunicaciones,Comunicaciones_pagos_vencidos,Comunicaciones_garantia,Consumo_saldo_actual,Consumo_saldo_vencido,%_consumo,consumo_pagos_vencidos,consumo_garantia,Educacion_saldo_actual,Educacion_saldo_vencido,%_educuacion,Educacion_pagos_vencidos,Educacion_garantia,Libranza_saldo_actual,Libranza_saldo_vencido,%_libranza,Libranza_pagos_vencidos,Libranza_garantia,Microcredito_saldo_actual,Microcredito_saldo_vencido,%_microcredito,microcredito_pagos_vencidos,microcredito_garantia,Otros_saldo_actual,Otros_saldo_vencido,%_otro,Otros_pagos_vencidos,Otros_garantia,Tarjeta_credito_saldo_actual,Tarjeta_credito_saldo_vencido,%_tarjeta,Tarjeta_pagos_vencidos,Tarjeta_garantia,Vivienda_saldo_actual,Vivienda_saldo_vencido,%_vivienda,Vivienda_pagos_vencidos,Vivienda_garantia,Garantia
11212,0,CO,24.0,MASCULINO,de 6 meses a 1 año,VALLE DEL CAUCA,1,2,8108000.0,881000.0,2,4.0,,4338000.0,33.0,271000.0,0.0,0.0,0.0,0.0,404.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,6873000.0,609000.0,0.847681302417365,2.0,1.0,,,,,,,,,,,1235000.0,272000.0,0.152318697582634,2.0,1.0,,,,,,,,,,,,,,,,2.0
11216,0,CO,22.0,FEMENINO,de 6 meses a 1 año,,1,1,83000.0,152000.0,,1.0,,-1.0,1.0,83000.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83000.0,152000.0,1.0,1.0,1.0,,,,,,,,,,,1.0
11218,0,CO,21.0,MASCULINO,Menos de 6 meses,,1,6,746000.0,746000.0,N,,0.0,25000.0,1.6,27000.0,0.0,0.0,0.0,0.0,239.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,208000.0,208000.0,0.27882037533512,,1.0,538000.0,538000.0,0.721179624664879,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
11226,0,CO,22.0,MASCULINO,Menos de 6 meses,,1,14,1105000.0,858000.0,N,,0.0,202143.0,2.3,36500.0,0.0,0.0,0.0,0.0,279.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,27000.0,27000.0,0.0244343891402714,,1.0,1078000.0,831000.0,0.975565610859728,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
11232,0,CO,58.0,MASCULINO,Menos de 6 meses,,1,6,917000.0,745000.0,N,2.0,,125500.0,0.83,73833.0,0.0,0.0,0.0,0.0,371.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,359000.0,359000.0,0.391494002181025,0.0,1.0,558000.0,386000.0,0.608505997818975,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
11236,0,CO,28.0,FEMENINO,Menos de 6 meses,,1,5,389000.0,389000.0,N,0.0,,26600.0,4.0,26600.0,0.0,0.0,0.0,0.0,327.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,0.0,0.0,0.0,0.0,1.0,389000.0,389000.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
11250,0,CO,35.0,MASCULINO,Menos de 6 meses,,1,15,317999.0,278999.0,N,4.0,,78888.0,0.44,12222.0,0.0,0.0,0.0,0.0,364.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,317999.0,278999.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
11254,0,CO,32.0,MASCULINO,Menos de 6 meses,,1,4,3824000.0,8490000.0,,39.0,,1760000.0,23.5,54250.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,536000.0,536000.0,0.140167364016736,0.0,1.0,3288000.0,7954000.0,0.859832635983263,39.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
11261,0,CO,24.0,MASCULINO,de 6 meses a 1 año,,1,9,1217000.0,1217000.0,N,38.0,,272888.0,1.44,97889.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,336000.0,336000.0,0.276088742810188,27.0,1.0,881000.0,881000.0,0.723911257189811,11.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
11263,0,CO,25.0,FEMENINO,Menos de 6 meses,,1,2,180000.0,180000.0,N,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,180000.0,180000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
11279,0,CO,,DESCONOCIDO,de 6 meses a 1 año,,1,8,130000.0,130000.0,,0.0,,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,ANDROID,2.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,130000.0,130000.0,1.0,0.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
11314,0,CO,21.0,MASCULINO,Menos de 6 meses,,1,5,1354000.0,58000.0,N,,0.0,405200.0,5.33,40800.0,0.0,0.0,0.0,0.0,470.0,Sin registro,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,115000.0,58000.0,0.0849335302806499,,1.0,,,,,,,,,,,,,,,,1239000.0,0.0,0.91506646971935,,1.0,,,,,,,,,,,,,,,,2.0
11317,0,CO,,DESCONOCIDO,de 6 meses a 1 año,,1,6,842000.0,463000.0,N,0.0,,372600.0,2.6,45400.0,0.0,0.0,0.0,0.0,396.0,Bajo,ANDROID,3.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,463000.0,463000.0,0.549881235154394,0.0,1.0,379000.0,0.0,0.450118764845605,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
11322,0,CO,24.0,MASCULINO,Menos de 6 meses,,1,13,14226000.0,0.0,N,,530769.0,1263077.0,52.75,23769.0,0.0,0.0,0.0,0.0,757.0,Alto,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,0.0,,1.0,10836000.0,0.0,0.761703922395613,,1.0,,,,,,,,,,,,,,,,,,,,,3390000.0,0.0,0.238296077604386,,,,,,,,2.0
11335,0,CO,26.0,FEMENINO,Menos de 6 meses,,1,1,0.0,0.0,N,,0.0,100000.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,Joven,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,1.0
11337,0,CO,22.0,FEMENINO,Menos de 6 meses,,1,1,83000.0,83000.0,6,,0.0,0.0,1.0,83000.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83000.0,83000.0,1.0,,1.0,,,,,,,,,,,1.0
11343,0,CO,25.0,MASCULINO,Menos de 6 meses,,1,3,9125000.0,8432000.0,N,,0.0,4296000.0,19.0,1966000.0,0.0,0.0,0.0,0.0,328.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,7253000.0,6229000.0,0.794849315068493,,1.0,,,,,,1872000.0,2203000.0,0.205150684931506,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
11347,0,CO,25.0,MASCULINO,de 6 meses a 1 año,,1,3,550000.0,884000.0,6,2.0,,183333.0,0.33,206667.0,0.0,0.0,0.0,0.0,314.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,550000.0,884000.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
11350,0,CO,,DESCONOCIDO,de 6 meses a 1 año,,1,4,669000.0,509000.0,N,6.0,,252500.0,2.25,40250.0,0.0,0.0,0.0,0.0,198.0,Bajo,ANDROID,2.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,366000.0,206000.0,0.547085201793722,0.0,1.0,303000.0,303000.0,0.452914798206278,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
11351,0,CO,27.0,MASCULINO,Menos de 6 meses,,1,8,0.0,0.0,N,0.0,,1771428.0,18.71,0.0,0.0,0.0,0.0,0.0,793.0,Alto,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,,0.0,1.0,0.0,0.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
11365,0,CO,39.0,FEMENINO,Menos de 6 meses,,1,2,60000.0,60000.0,5,0.0,,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,60000.0,60000.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0
11366,0,CO,28.0,MASCULINO,Menos de 6 meses,,1,3,616000.0,523000.0,N,,0.0,574000.0,9.0,76000.0,0.0,0.0,0.0,0.0,346.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,0.0,,1.0,616000.0,523000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
11378,0,CO,33.0,MASCULINO,Menos de 6 meses,,1,2,1511000.0,4266000.0,N,12.0,,900000.0,8.0,755500.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1511000.0,4266000.0,1.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,2.0
11379,0,CO,45.0,FEMENINO,Menos de 6 meses,,1,6,2282000.0,2282000.0,N,,0.0,750000.0,6.5,380333.0,0.0,0.0,0.0,0.0,425.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,0.0,,1.0,2282000.0,2282000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,2.0
11380,0,CO,21.0,MASCULINO,Menos de 6 meses,,1,2,3089000.0,64000.0,N,,0.0,1800000.0,36.0,73500.0,0.0,0.0,0.0,0.0,441.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,64000.0,64000.0,0.020718679184202,,1.0,3025000.0,0.0,0.979281320815798,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
11387,1,CO,47.0,MASCULINO,Menos de 6 meses,,1,4,6618000.0,0.0,N,,1747500.0,0.0,,73000.0,0.0,0.0,1.0,0.0,745.0,Medio,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,6618000.0,0.0,1.0,,,,,,,,1.0
11393,0,CO,19.0,FEMENINO,Menos de 6 meses,,1,1,1887000.0,1332000.0,6,,0.0,1594000.0,6.0,265000.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,1887000.0,1332000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
11397,0,CO,24.0,MASCULINO,Menos de 6 meses,,1,4,210999.0,210999.0,N,0.0,,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,210999.0,210999.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
11410,0,CO,24.0,FEMENINO,Menos de 6 meses,,1,1,226000.0,226000.0,6,,0.0,0.0,4.0,57000.0,0.0,0.0,0.0,0.0,413.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,226000.0,226000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
11411,0,CO,35.0,MASCULINO,Menos de 6 meses,,1,3,98000.0,98000.0,N,,0.0,0.0,12.0,45667.0,0.0,0.0,0.0,0.0,437.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,1.0,,,,,,98000.0,98000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
11413,0,CO,41.0,FEMENINO,Menos de 6 meses,,1,56,10261000.0,2089000.0,N,,0.0,385857.0,81.29,43321.0,0.0,0.0,0.0,0.0,369.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,10059000.0,1833000.0,0.980313809570217,,1.0,,,,,,,,,,,,,,,,202000.0,256000.0,0.0196861904297826,,1.0,,,,,,,,,,,2.0
11418,0,CO,27.0,FEMENINO,Menos de 6 meses,,1,2,602000.0,602000.0,N,,0.0,0.0,24.0,12500.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,0,0,438000.0,438000.0,0.727574750830564,,1.0,,,,,,164000.0,164000.0,0.272425249169435,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
11420,0,CO,19.0,MASCULINO,Menos de 6 meses,,1,4,1083000.0,355000.0,N,,0.0,254500.0,4.33,44500.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,195000.0,195000.0,0.180055401662049,,1.0,888000.0,160000.0,0.81994459833795,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
11424,0,CO,37.0,FEMENINO,Menos de 6 meses,,1,2,185000.0,185000.0,N,95.0,,-1.0,-1.0,13000.0,0.0,0.0,0.0,0.0,252.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,185000.0,185000.0,1.0,95.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
11431,0,CO,19.0,MASCULINO,Menos de 6 meses,,1,6,9864000.0,0.0,N,,0.0,1790167.0,28.33,68333.0,0.0,0.0,0.0,0.0,645.0,Medio,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,9864000.0,0.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
11433,0,CO,40.0,FEMENINO,Menos de 6 meses,,1,4,90000.0,90000.0,6,1.0,,90000.0,1.0,90000.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,90000.0,90000.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0
11437,0,CO,28.0,MASCULINO,Menos de 6 meses,,1,5,4385000.0,4385000.0,N,,0.0,297600.0,30.5,14600.0,0.0,0.0,1.0,0.0,314.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,0.0,,1.0,4385000.0,4385000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
11448,0,CO,37.0,FEMENINO,de 6 meses a 1 año,,1,3,2421000.0,2421000.0,6,14.0,,291666.0,-0.33,291667.0,0.0,0.0,0.0,0.0,257.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,272000.0,272000.0,0.112350268484097,13.0,1.0,2149000.0,2149000.0,0.887649731515902,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
11456,0,CO,22.0,FEMENINO,Menos de 6 meses,,1,2,168000.0,168000.0,6,,0.0,0.0,1.0,84000.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168000.0,168000.0,1.0,,1.0,,,,,,,,,,,1.0
11458,0,CO,41.0,MASCULINO,de 6 meses a 1 año,Antioquia,1,19,509000.0,509000.0,N,5.0,,1276778.0,14.78,6556.0,0.0,0.0,1.0,0.0,454.0,Sin registro,,,1,100000.0,,,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,509000.0,509000.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
11461,0,CO,32.0,FEMENINO,de 6 meses a 1 año,,1,8,428000.0,428000.0,N,15.0,,260125.0,2.88,33625.0,0.0,0.0,0.0,0.0,150.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,239000.0,239000.0,0.558411214953271,14.0,1.0,189000.0,189000.0,0.441588785046729,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
11462,0,CO,27.0,MASCULINO,Menos de 6 meses,,1,5,4844000.0,0.0,N,,0.0,1128800.0,36.0,46800.0,0.0,0.0,0.0,0.0,729.0,Medio,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,0.0,,1.0,4844000.0,0.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
11467,0,CO,37.0,MASCULINO,Menos de 6 meses,,1,4,1687000.0,93000.0,N,,0.0,0.0,12.0,36750.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,0,0,1285000.0,0.0,0.761707172495554,,1.0,,,,,,402000.0,93000.0,0.238292827504445,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
11481,0,CO,30.0,MASCULINO,Menos de 6 meses,,1,4,5981000.0,5605000.0,N,,790000.0,0.0,,1531000.0,0.0,0.0,0.0,0.0,371.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,5981000.0,5605000.0,1.0,,,,,,,,1.0
11484,0,CO,25.0,FEMENINO,Menos de 6 meses,,1,3,573000.0,738000.0,N,,0.0,0.0,1.0,135000.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,168000.0,168000.0,0.293193717277486,,1.0,,,,,,,,,,,,,,,,,,,,,405000.0,570000.0,0.706806282722513,,1.0,,,,,,,,,,,2.0
11485,0,CO,23.0,MASCULINO,Menos de 6 meses,,1,5,789000.0,565000.0,N,,0.0,390400.0,6.0,53200.0,0.0,0.0,0.0,0.0,390.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,789000.0,565000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
11488,0,CO,22.0,FEMENINO,Menos de 6 meses,,1,2,4433000.0,833000.0,N,,0.0,2250000.0,36.0,88500.0,0.0,0.0,0.0,0.0,436.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,0.0,,1.0,4433000.0,833000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
11489,0,CO,,MASCULINO,Menos de 6 meses,,1,3,3775000.0,12720000.0,6,,0.0,1607667.0,1.5,4144667.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,286000.0,286000.0,0.0757615894039735,,1.0,3489000.0,12434000.0,0.924238410596026,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
11492,0,CO,,DESCONOCIDO,de 6 meses a 1 año,,1,6,505000.0,504999.0,N,21.0,,-1.0,1.0,5166.0,0.0,0.0,0.0,0.0,188.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,0.0,-1.0,0.0,0.0,1.0,,,,,,505000.0,505000.0,1.0,21.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
11501,0,CO,32.0,FEMENINO,Menos de 6 meses,,1,3,1674000.0,1674000.0,6,,0.0,0.0,10.0,37000.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,568000.0,568000.0,0.339307048984468,,1.0,1106000.0,1106000.0,0.660692951015531,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
11504,0,CO,36.0,MASCULINO,Menos de 6 meses,,1,4,476000.0,197000.0,N,1.0,,213500.0,1.0,238000.0,0.0,0.0,0.0,0.0,384.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,1.0,476000.0,197000.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
11509,0,CO,24.0,MASCULINO,Menos de 6 meses,,1,1,119000.0,119000.0,6,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,119000.0,119000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
11516,0,CO,23.0,FEMENINO,Menos de 6 meses,,1,59,8274000.0,167000.0,N,,55932.0,272881.0,2.61,30746.0,0.0,0.0,0.0,0.0,557.0,Medio,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,3552000.0,0.0,0.429296591733139,,1.0,,,,,,,,,,,,,,,,537000.0,167000.0,0.0649021029731689,,1.0,4185000.0,0.0,0.505801305293691,,,,,,,,2.0
11518,0,CO,,MASCULINO,Menos de 6 meses,,1,10,581000.0,581000.0,N,,0.0,35400.0,1.0,48600.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,95000.0,95000.0,0.163511187607573,,1.0,486000.0,486000.0,0.836488812392426,,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,2.0
11522,0,CO,32.0,MASCULINO,Menos de 6 meses,,1,5,78000.0,78000.0,N,,0.0,15800.0,10.0,32400.0,0.0,0.0,0.0,0.0,415.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,78000.0,78000.0,1.0,,1.0,0.0,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
11524,0,CO,21.0,MASCULINO,Menos de 6 meses,,1,2,931000.0,193000.0,6,,0.0,369000.0,8.0,31500.0,0.0,0.0,0.0,0.0,386.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,193000.0,193000.0,0.207303974221267,,1.0,738000.0,0.0,0.792696025778732,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
11528,0,CO,24.0,MASCULINO,Menos de 6 meses,,1,5,3517000.0,748000.0,N,,624400.0,53400.0,2.0,150400.0,0.0,0.0,0.0,0.0,439.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,0.0,,1.0,267000.0,267000.0,0.0759169746943417,,1.0,,,,,,,,,,,,,,,,,,,,,3250000.0,481000.0,0.924083025305658,,,,,,,,2.0
11540,0,CO,49.0,MASCULINO,de 6 meses a 1 año,,1,2,30000.0,30000.0,N,,0.0,15000.0,,15000.0,0.0,0.0,0.0,0.0,322.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,30000.0,30000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
11546,0,CO,,DESCONOCIDO,de 6 meses a 1 año,,1,3,366000.0,366000.0,N,35.0,,-1.0,-1.0,12999.0,0.0,0.0,0.0,0.0,190.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,366000.0,366000.0,1.0,35.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
11555,0,CO,30.0,FEMENINO,Menos de 6 meses,,1,3,808000.0,808000.0,6,,0.0,123000.0,4.0,30667.0,0.0,0.0,0.0,0.0,285.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,624000.0,624000.0,0.772277227722772,,1.0,184000.0,184000.0,0.227722772277227,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
11558,0,CO,24.0,FEMENINO,Menos de 6 meses,,1,1,40000.0,40000.0,6,,0.0,20000.0,,20000.0,0.0,0.0,0.0,0.0,478.0,Sin registro,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,40000.0,40000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
11563,0,CO,26.0,MASCULINO,Menos de 6 meses,,1,4,3610000.0,3938000.0,N,,87000.0,1363000.0,41.0,223750.0,0.0,0.0,0.0,0.0,238.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,78000.0,0.0,0.0216066481994459,,1.0,3184000.0,3184000.0,0.881994459833795,,1.0,,,,,,,,,,,,,,,,,,,,,348000.0,754000.0,0.096398891966759,,,,,,,,2.0
11568,0,CO,28.0,MASCULINO,Menos de 6 meses,Cundinamarca,1,2,40000.0,0.0,N,,0.0,135000.0,2.0,0.0,0.0,0.0,0.0,0.0,697.0,Medio,ANDROID,2.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,40000.0,0.0,1.0,,1.0,0.0,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
11588,0,CO,21.0,FEMENINO,Menos de 6 meses,,1,5,1398000.0,0.0,N,,161000.0,94200.0,3.0,94000.0,0.0,0.0,0.0,0.0,466.0,Sin registro,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,57000.0,0.0,0.0407725321888412,,1.0,471000.0,0.0,0.336909871244635,,1.0,,,,,,,,,,,,,,,,,,,,,870000.0,0.0,0.622317596566523,,,,,,,,2.0
11596,0,CO,24.0,MASCULINO,Menos de 6 meses,,1,12,3517000.0,3499000.0,N,35.0,,302416.0,1.83,58083.0,0.0,0.0,0.0,0.0,243.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,912000.0,894000.0,0.259311913562695,16.0,1.0,2605000.0,2605000.0,0.740688086437304,19.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
11598,0,CO,30.0,FEMENINO,Menos de 6 meses,,1,1,285000.0,285000.0,6,,0.0,120000.0,,120000.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,285000.0,285000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
